appid,category
524050,Steam Leaderboards
524060,Single-player
524120,Single-player
524120,Full controller support
524200,Single-player
524200,Steam Achievements
524200,Steam Trading Cards
524200,Partial Controller Support
524200,Steam Cloud
524220,Single-player
524220,Steam Achievements
524220,Steam Trading Cards
524220,Partial Controller Support
524220,Steam Cloud
524240,Local Multi-Player
524240,Local Co-op
524240,Shared/Split Screen
524240,Full controller support
524250,Single-player
524250,Full controller support
524340,Single-player
524340,Steam Achievements
524340,Steam Trading Cards
524340,Stats
524350,Single-player
524350,Multi-player
524350,Online Multi-Player
524350,Online Co-op
524350,Partial Controller Support
524350,Stats
524380,Single-player
524430,Single-player
524430,Steam Achievements
524430,Partial Controller Support
524520,Single-player
524520,Captions available
524520,Steam Cloud
524540,Single-player
524540,Steam Achievements
524540,Captions available
524540,Steam Cloud
524560,Single-player
524560,Steam Achievements
524560,Captions available
524560,Steam Cloud
524580,Single-player
524580,Steam Achievements
524580,Full controller support
524580,Steam Trading Cards
524580,Steam Cloud
524600,Single-player
524610,Single-player
524610,Steam Achievements
524610,Stats
524610,Steam Leaderboards
524640,Single-player
524640,Steam Achievements
524640,Full controller support
524640,Steam Trading Cards
524640,Steam Cloud
524640,Steam Leaderboards
524650,Multi-player
524650,Local Multi-Player
524650,Shared/Split Screen
524650,Full controller support
524660,Steam Achievements
524660,Steam Workshop
524660,Steam Cloud
524690,Single-player
524690,Steam Achievements
524690,Steam Cloud
524850,Single-player
524850,Steam Achievements
524850,Steam Trading Cards
524940,Single-player
524940,Steam Achievements
524940,Steam Trading Cards
524940,Partial Controller Support
524940,Steam Cloud
524970,Single-player
524970,MMO
524970,Steam Achievements
524970,Steam Trading Cards
524970,In-App Purchases
524970,Partial Controller Support
525040,Single-player
525040,Local Co-op
525040,Shared/Split Screen
525040,Steam Achievements
525040,Steam Trading Cards
525040,Partial Controller Support
525040,Steam Cloud
525040,Steam Leaderboards
525050,Single-player
525050,Steam Trading Cards
525070,Single-player
525070,Steam Achievements
525070,Steam Trading Cards
525070,Partial Controller Support
525070,Steam Cloud
525070,Stats
525080,Single-player
525080,Multi-player
525080,Local Multi-Player
525150,Single-player
525150,Local Multi-Player
525150,Shared/Split Screen
525150,Steam Achievements
525150,Steam Trading Cards
525150,Partial Controller Support
525190,Single-player
525190,Steam Achievements
525190,Steam Trading Cards
525190,Partial Controller Support
525210,Single-player
525240,Single-player
525240,Steam Achievements
525240,Full controller support
525240,Steam Trading Cards
525290,Single-player
525290,Steam Achievements
525290,Steam Trading Cards
525300,Single-player
525300,Steam Achievements
525300,Steam Trading Cards
525300,Partial Controller Support
525330,Single-player
525330,Multi-player
525330,Online Multi-Player
525330,Local Multi-Player
525330,Shared/Split Screen
525330,Cross-Platform Multiplayer
525330,Steam Achievements
525330,Steam Trading Cards
525350,Single-player
525350,Shared/Split Screen
525350,Full controller support
525350,Steam Cloud
525350,Steam Leaderboards
525360,Single-player
525360,Steam Achievements
525360,Full controller support
525360,Steam Cloud
525370,Single-player
525370,Steam Achievements
525370,Partial Controller Support
525380,Single-player
525380,Steam Achievements
525380,Partial Controller Support
525380,Steam Cloud
525450,Single-player
525450,Steam Achievements
525450,Full controller support
525450,Steam Trading Cards
525450,Steam Cloud
525460,Single-player
525460,Steam Achievements
525460,Steam Trading Cards
525480,Single-player
525480,Steam Achievements
525480,Full controller support
525480,Steam Trading Cards
525500,Single-player
525500,Steam Achievements
525500,Steam Leaderboards
525510,Single-player
525510,Online Multi-Player
525510,Local Multi-Player
525510,Co-op
525510,Online Co-op
525510,Local Co-op
525510,Shared/Split Screen
525510,Cross-Platform Multiplayer
525510,Steam Achievements
525510,Full controller support
525510,Stats
525530,Single-player
525540,Single-player
525590,Local Multi-Player
525590,Shared/Split Screen
525590,Full controller support
525600,Single-player
525600,Full controller support
525600,Steam Trading Cards
525600,Steam Cloud
525610,Single-player
525610,Steam Achievements
525610,Steam Trading Cards
525610,Steam Cloud
525610,Stats
525610,Steam Leaderboards
525610,Includes level editor
525620,Single-player
525620,Steam Achievements
525620,Full controller support
525620,Steam Trading Cards
525620,Steam Cloud
525640,Single-player
525640,Online Multi-Player
525640,Steam Workshop
525640,Includes level editor
525660,Single-player
525660,Steam Trading Cards
525660,Partial Controller Support
525680,Single-player
525680,Steam Achievements
525690,Single-player
525690,Steam Achievements
525690,Steam Trading Cards
525690,Captions available
525700,Single-player
525700,Steam Achievements
525700,Steam Trading Cards
525700,Partial Controller Support
525700,Steam Cloud
525740,Single-player
525740,Steam Achievements
525740,Full controller support
525740,Steam Trading Cards
525740,Steam Cloud
525740,Steam Leaderboards
525760,Single-player
525760,Steam Leaderboards
525780,Single-player
525860,Single-player
525860,Multi-player
525860,Steam Achievements
525870,Single-player
525870,Steam Achievements
525870,Steam Cloud
525870,Stats
525870,Steam Leaderboards
525910,Single-player
525920,Single-player
525920,Online Multi-Player
525920,Steam Achievements
525920,Steam Trading Cards
525920,Steam Workshop
525920,In-App Purchases
525920,Steam Cloud
525950,Single-player
526090,Single-player
526130,Single-player
526130,Steam Achievements
526130,Steam Cloud
526130,Stats
526130,Steam Leaderboards
526140,Single-player
526140,Steam Achievements
526140,Steam Trading Cards
526140,Steam Cloud
526160,Single-player
526160,Multi-player
526160,Online Co-op
526160,Steam Achievements
526160,Steam Trading Cards
526160,Captions available
526180,Single-player
526180,Full controller support
526240,Single-player
526290,Single-player
526290,Online Multi-Player
526290,Local Multi-Player
526290,Shared/Split Screen
526290,Steam Achievements
526290,Steam Trading Cards
526290,In-App Purchases
526290,Partial Controller Support
526290,Steam Cloud
526310,Single-player
526310,Partial Controller Support
526370,Single-player
526370,Full controller support
526370,Steam Trading Cards
526390,Single-player
526390,Steam Trading Cards
526400,Single-player
526400,Steam Achievements
526430,Single-player
526430,Steam Achievements
526440,Single-player
526450,Single-player
526460,Single-player
526460,Steam Achievements
526460,Steam Trading Cards
526470,Single-player
526470,Partial Controller Support
526490,Single-player
526490,Steam Achievements
526490,Steam Trading Cards
526490,Steam Cloud
526510,Single-player
526510,Steam Achievements
526540,Single-player
526540,Multi-player
526540,Shared/Split Screen
526540,Cross-Platform Multiplayer
526540,Steam Achievements
526540,Full controller support
526540,Steam Trading Cards
526540,Steam Cloud
526540,Steam Leaderboards
526550,Single-player
526590,Single-player
526590,Steam Achievements
526590,Partial Controller Support
526590,Steam Leaderboards
526680,Single-player
526730,Single-player
526740,Single-player
526740,Steam Achievements
526740,Steam Trading Cards
526740,Steam Leaderboards
526780,Single-player
526780,Steam Achievements
526780,Full controller support
526780,Steam Workshop
526780,Steam Cloud
526780,Steam Leaderboards
526780,Includes level editor
526800,Single-player
526800,Steam Achievements
526800,Full controller support
526800,Steam Cloud
526800,Stats
526800,Steam Leaderboards
526880,Single-player
526880,Multi-player
526880,Local Multi-Player
526880,Shared/Split Screen
526890,Single-player
526890,Steam Achievements
526890,Steam Trading Cards
526890,Steam Cloud
526890,Stats
526920,Single-player
526920,Multi-player
526920,Online Multi-Player
526920,Co-op
526920,Online Co-op
526920,Cross-Platform Multiplayer
526920,Steam Achievements
526920,Steam Trading Cards
526920,Partial Controller Support
526920,Stats
526920,Steam Leaderboards
526960,Single-player
526980,Single-player
526980,Multi-player
526980,Online Multi-Player
526980,Local Multi-Player
526980,Shared/Split Screen
526980,Steam Achievements
526980,Full controller support
526980,Steam Trading Cards
526980,Steam Cloud
527040,Single-player
527100,Single-player
527100,Multi-player
527100,Online Multi-Player
527100,Co-op
527100,Online Co-op
527100,Steam Trading Cards
527100,Partial Controller Support
527110,Single-player
527150,Single-player
527150,Steam Achievements
527150,Full controller support
527150,Steam Trading Cards
527150,Steam Cloud
527160,Single-player
527160,Full controller support
527190,Single-player
527190,Steam Trading Cards
527210,Single-player
527210,Local Multi-Player
527210,Shared/Split Screen
527210,Steam Achievements
527210,Full controller support
527230,Single-player
527230,Multi-player
527230,Online Multi-Player
527230,Local Multi-Player
527230,Co-op
527230,Online Co-op
527230,Local Co-op
527230,Shared/Split Screen
527230,Steam Achievements
527230,Full controller support
527230,Steam Trading Cards
527230,Steam Cloud
527240,Single-player
527240,Steam Achievements
527240,Steam Cloud
527240,Stats
527250,Single-player
527250,Steam Trading Cards
527260,Single-player
527260,Steam Achievements
527260,Steam Trading Cards
527260,Partial Controller Support
527270,Single-player
527270,Steam Achievements
527270,Partial Controller Support
527280,Single-player
527280,Steam Achievements
527280,Partial Controller Support
527290,Single-player
527290,Steam Achievements
527290,Partial Controller Support
527300,Single-player
527300,Multi-player
527300,Online Multi-Player
527300,Full controller support
527310,Single-player
527320,Single-player
527320,Multi-player
527320,Online Multi-Player
527320,Co-op
527320,Online Co-op
527320,Steam Achievements
527320,Steam Cloud
527320,Stats
527330,Single-player
527340,Online Multi-Player
527340,Cross-Platform Multiplayer
527340,Steam Trading Cards
527340,Steam Workshop
527340,Partial Controller Support
527340,Includes level editor
527360,Single-player
527380,Single-player
527380,Steam Achievements
527380,Full controller support
527380,Steam Trading Cards
527420,Single-player
527420,Steam Achievements
527420,Steam Trading Cards
527420,Steam Cloud
527430,Single-player
527430,Multi-player
527430,Online Multi-Player
527430,Co-op
527430,Online Co-op
527430,Steam Achievements
527430,Full controller support
527430,Steam Trading Cards
527450,Multi-player
527450,Online Multi-Player
527450,Steam Trading Cards
527460,Single-player
527460,Steam Achievements
527460,Steam Trading Cards
527470,Single-player
527470,Local Co-op
527470,Shared/Split Screen
527470,Steam Achievements
527470,Steam Trading Cards
527470,Partial Controller Support
527480,Single-player
527480,Steam Achievements
527480,Full controller support
527480,Steam Trading Cards
527490,Single-player
527510,Single-player
527510,Steam Trading Cards
527520,Single-player
527520,Steam Achievements
527520,Partial Controller Support
527520,Steam Cloud
527540,Single-player
527540,Steam Trading Cards
527550,Single-player
527550,Steam Trading Cards
527580,Single-player
527580,Steam Cloud
527580,Steam Leaderboards
527700,Single-player
527700,Multi-player
527700,Local Multi-Player
527700,Co-op
527700,Online Co-op
527700,Local Co-op
527700,Shared/Split Screen
527700,Steam Cloud
527710,Single-player
527710,Steam Achievements
527710,Full controller support
527710,Steam Trading Cards
527720,Single-player
527720,Steam Achievements
527720,Steam Cloud
527720,Stats
527720,Steam Leaderboards
527730,Single-player
527730,Steam Achievements
527730,Steam Leaderboards
527740,Single-player
527740,Steam Achievements
527740,Steam Trading Cards
527740,Steam Cloud
527740,Stats
527750,Single-player
527750,Steam Trading Cards
527750,Steam Cloud
527760,Single-player
527760,Steam Achievements
527760,Full controller support
527760,Steam Trading Cards
527770,Single-player
527770,Steam Achievements
527770,Full controller support
527770,Steam Trading Cards
527790,Single-player
527790,Multi-player
527790,Online Multi-Player
